49, Bà Rịa - Vũng Tàu, 25, Nhiều mây, 22, 30, 0.84, 10.0, 4.95, 22, 0.0, Kém
50, Hồ Chí Minh, 26, Mây cụm, 22, 31, 0.94, 8.0, 2.57, 25, 0.0, Rất kém
51, Long An, 24, Nhiều mây, 22, 30, 0.94, 10.0, 1.32, 23, 0.0, Rất kém
52, Tiền Giang, 24, Nhiều mây, 23, 30, 0.96, 10.0, 2.2, 23, 0.0, Kém
53, Bến Tre, 24, Nhiều mây, 23, 30, 0.96, 10.0, 2.46, 23, 0.0, Kém
54, Trà Vinh, 24, Nhiều mây, 23, 29, 0.93, 9.46, 3.39, 23, 0.0, Kém
55, Vĩnh Long, 25, Mưa nhẹ, 23, 30, 0.96, 8.0, 1.83, 24, 0.0, Kém
56, Đồng Tháp, 25, Mưa nhẹ, 23, 30, 0.91, 10.0, 2.56, 23, 0.0, Kém
57, An Giang, 25, Mưa nhẹ, 23, 30, 0.89, 10.0, 2.45, 23, 0.0, Kém
58, Kiên Giang, 25, Mưa nhẹ, 23, 28, 0.88, 10.0, 2.54, 23, 0.0, Kém
59, Cần Thơ, 25, Mưa nhẹ, 23, 30, 1.0, 10.0, 2.06, 25, 0.0, Kém
60, Hậu Giang, 25, Mưa nhẹ, 23, 29, 0.92, 10.0, 2.49, 24, 0.0, Kém
61, Sóc Trăng, 24, Mưa cường độ nặng, 23, 29, 0.93, 5.59, 3.17, 23, 0.0, Kém
62, Bạc Liêu, 25, Mưa cường độ nặng, 24, 28, 0.89, 7.28, 4.51, 23, 0.0, Trung bình
63, Cà Mau, 24, Mưa nhẹ, 22, 30, 0.93, 10.0, 1.86, 23, 0.0, Khá
